8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9,8,9
10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11,10,11
8,9,8,9,8,9,8,9,8,9,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,9,8,9,8,9,8,9,8,9,8,9,8,9
10,11,10,11,10,11,10,11,10,11,12,13,7,7,7,7,7,7,7,7,7,7,7,7,15,12,10,11,10,11,10,11,10,11,10,11,10,11,10,11
8,9,8,9,8,9,12,12,12,12,12,4,31,30,30,30,30,30,30,30,30,30,30,30,5,12,12,12,12,12,8,9,8,9,8,9,8,9,8,9
10,11,10,11,10,11,12,13,7,7,7,24,30,30,30,30,30,30,30,30,30,30,30,30,23,7,7,27,15,12,10,11,10,11,10,11,10,11,10,11
8,9,8,9,12,12,12,4,30,30,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,30,30,5,12,12,12,8,9,8,9,8,9,8,9
10,11,10,11,12,13,7,24,30,30,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,30,30,23,7,15,12,10,11,10,11,10,11,10,11
8,9,12,12,12,4,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,5,12,12,12,8,9,8,9,8,9
10,11,12,13,7,24,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,23,7,15,12,10,11,10,11,10,11
12,12,12,4,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,5,12,12,12,8,9,8,9
12,13,7,24,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,30,30,30,30,23,7,15,12,10,11,10,11
12,4,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,5,12,8,9,8,9
12,25,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,30,30,30,30,23,7,10,11,10,11
12,4,30,30,28,28,28,28,28,28,28,28,30,30,30,30,34,40,40,36,30,30,30,30,28,28,28,28,28,28,28,28,30,30,8,9,8,9,8,9
12,25,30,30,28,28,28,28,28,28,28,28,30,30,30,30,41,33,33,19,30,30,30,30,28,28,28,28,28,28,28,28,30,30,10,11,10,11,10,11
